"timestamp","Author","Comment"
"1:45:14","Moin Khan","🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸"
"1:45:16","Moin Khan","🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸"
"1:45:17","Moin Khan","🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸"
"1:45:17","Mitch Leon","As a cowboy fan it’s gonna be a upset Green Bay is gonna destroy them "
"1:45:27","Kowboykool","Would be funny if parsons sack dak "
"1:45:43","scottintrabartolo","No flags"
"1:45:50","Mike","Packers are very weried they looked amazing the first 2 weeks but couldnt do anything against the Browns last week"
"1:45:52","PepeJTrumpHFW","They continue to move the ball up the middle."
"1:46:01","BIGJEFEGAMING","lions play the browns this week "
"1:46:08","2022Bobber","OMG what is up with this shit commercial"
"1:46:09","Mitch Leon","Yea Illinois had a collar earlier and no flag "
"1:46:14","PepeJTrumpHFW","Facemask?"
"1:46:21","2022Bobber","INGRISH"
"1:46:38","eric bassham","😆 usc sucks"
"1:46:39","Sky Roberts","Lions trash ravens 🐦‍⬛ nation "
"1:46:48","Kowboykool","Went from playing the number 1 defense to the worst defense in a week 😂"
"1:46:51","Mitch Leon","Yeah Mike your right but Dallas pass Rush is so bad I watch all the games and it is just so bad love will have a lot of time to make good throws "
"1:47:09","PepeJTrumpHFW","Not cool, gents. not cool."
"1:47:12","eric bassham","😆😆😆😆😆😆😆😆"
"1:47:13","Lucas Mccarty","jesus"
"1:47:14","Mike Fort","lol geez"
"1:47:15","Moin Khan","🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸"
"1:47:16","Moin Khan","🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸"
"1:47:17","Moin Khan","🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸"
"1:47:18","Moin Khan","🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸"
"1:47:18","PepeJTrumpHFW","TD!!!"
"1:47:19","Moin Khan","🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸"
"1:47:20","Moin Khan","🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸"
"1:47:22","Moin Khan","🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸"
"1:47:23","Mike Fort","USC is not adjusting."
"1:47:25","Kowboykool","Sad at this point "
"1:47:25","DoKewl","jesus this USC defense is paper"
"1:32:16","BIGJEFEGAMING","HOLY SHIT HE CAUGHT IT "
"1:32:17","Mike Fort","Guess it didn't."
"1:32:33","scottintrabartolo","Triple coverage"
"1:33:23","Mike Fort","Turn around, fool."
"1:33:39","Mike Fort","4 down territory in the 3rd quarter?"
"1:33:41","scottintrabartolo","Run it"
"1:33:43","Mike Fort","Get Klatt out, he's a moron."
"1:34:12","Kowboykool","Bend don’t break "
"1:34:21","scottintrabartolo","1st down"
"1:34:43","Mike Fort","collar"
"1:34:50","Mike Fort","Didn't call it."
"1:35:01","Zzz Ooo","LOL "
"1:35:07","Zzz Ooo","collar my ass"
"1:35:20","Zzz Ooo","thats called a big 10 tackle"
"1:35:45","Mike Fort","Still had him high though."
"1:35:46","PepeJTrumpHFW","Looks like we have a game."
"1:35:51","Sorensen","ok now it sounds like gus johnson 🤣"
"1:35:56","Mike Fort","Maybe he wasn't behind him enough."
"1:36:14","Mike Fort","Shit that was easy."
"1:36:16","Zzz Ooo","at least the over is looking good"
"1:36:19","Kowboykool","Wow easy "
"1:36:24","BIGJEFEGAMING","letsss goooo"
"1:36:25","PepeJTrumpHFW","That was chaotic."
"1:36:28","scottintrabartolo","Walk in"
"1:36:30","Mike","USC offense fianlly woke up "
"1:37:10","OHIO STATE","come on usc man "
"1:37:40","BIGJEFEGAMING","oh well too late "
"1:37:45","OHIO STATE","too bad you subbed too late "
"1:37:51","Mike","they subbed very late"
"1:37:51","PepeJTrumpHFW","Delay of game?"
"1:37:56","Mike Fort","Big Country should know by now that they won't call a delay every time it hits 0"
"1:37:57","Mike","IL has nothing to cry about "
"1:38:09","Med Dsa","Clown show"
"1:38:19","James","that announcer gus is annoying as fuck"
"1:38:44","scottintrabartolo","USC pumped"
"1:38:44","BIGJEFEGAMING","ref didnt call the horse collar , so they gave usc that one "
"1:38:49","Kowboykool","If Illinois choke "
"1:39:08","Moin Khan","🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸"
"1:39:18","TehHammer","then crying when it doesn't work"
"1:39:47","OHIO STATE","defense is terrible "
"1:39:49","PepeJTrumpHFW","Go Illini!"
"1:39:50","liverab","too much time in the pocket"
"1:39:58","Mike Fort","Why isn't USC switching up to man on man."
"1:40:04","Kowboykool","Same route keep beating them 😂"
"1:40:06","Mike Fort","This zone shit is getting carved like it's Thanksgiving."
"1:40:10","scottintrabartolo","Good answer"
"1:40:21","Lucas Mccarty","yea not sure why they dont man up"
"1:40:28","PepeJTrumpHFW","Movin' the ball!!"
"1:40:54","Mike Fort","4"
"1:26:30","PepeJTrumpHFW","Fair catch?"
"1:26:38","Aaron Owens","buckeyes rule"
"1:26:44","Mike Fort","That's not a fair catch signal."
"1:26:51","Mike","The VIkings will probably let you have JJ Mcarthy back at this point "
"1:26:59","Mike Fort","If that's a fair catch signal then this sport is fucked."
"1:26:59","tylerwademoore","wtf are these refs doing?"
"1:27:07","05bandz ","Hell yah bro gotta T up today for this one💪haply bday to ya to"
"1:27:11","Mike Fort","No returner can sneeze or it's a dead ball."
"1:27:14","PepeJTrumpHFW","No. No fair catch signal."
"1:27:19","OHIO STATE","play the fucking game "
"1:27:31","Kowboykool","😂 targeting "
"1:27:36","Mike","targeting the punter really bro"
"1:27:40","liverab","wtf are these refs"
"1:27:40","Micah","what?"
"1:27:42","Mike Fort","lol targeting..."
"1:27:44","Mike","lets start the game back up "
"1:27:44","LJ Duke","this refs suck"
"1:27:45","Abdi__2003","05bandz they lost last year on my birthday 🤦🏿‍♂"
"1:27:46","Greezavious","wirdest calls"
"1:27:47","Mike Fort","Are these SEC refs now?"
"1:27:51","scottintrabartolo","Targeting?"
"1:27:51","Micah","refs buns"
"1:27:55","Mike Fort","It's the only way I can explain this retarded shit."
"1:28:44","PepeJTrumpHFW","USC will score this drive to make it a game."
"1:29:01","Kowboykool","Just give the ball to lemon "
"1:29:19","05bandz ","Damn abdi did they really🤦‍♂🤦‍♂🤦‍♂"
"1:29:42","Aaron Owens","does that count as a td pass for altmeyer"
"1:29:54","Lucas Mccarty","yes"
"1:30:08","Aaron Owens","thx"
"1:31:15","PepeJTrumpHFW","Flag!"
"1:31:16","Mike Fort","That went past the LOS"
"1:31:25","scottintrabartolo","Grounding"
"1:31:28","PepeJTrumpHFW","Intentional grounding."
"1:31:29","Mike Fort","He was out of the box and it went past the LOS"
"1:31:32","Mike Fort","This gets picked up"
"1:31:38","Damacus Price","flag"
"1:31:43","PepeJTrumpHFW","No receiver in the area."
"1:31:44","Kowboykool","Ggs usc shook "
"1:31:44","Mike Fort","Sure looks like it went past."
"1:31:51","Mike Fort","Doesn't have to be a receiver."
"1:31:56","PepeJTrumpHFW","Not past the sticks."
"1:32:06","liverab","what a throw"
"1:32:09","Kowboykool","Bruh "
"1:32:11","05bandz ","💪💪💪💪"
"1:32:12","Lucas Mccarty","Yea idk... looked like it got past to me"
"1:32:13","Mike Fort","Yeah that's why it was IG, I thought it went past."
"1:32:14","PepeJTrumpHFW","Nice catch."
"1:32:15","scottintrabartolo","What?"
"1:21:58","Moin Khan","🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸"
"1:21:59","Micah","noooo hes out"
"1:21:59","Moin Khan","🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸"
"1:21:59","Mike Fort","I don't think you can overturn it."
"1:22:00","Moin Khan","🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸v"
"1:22:05","Moin Khan","🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸"
"1:22:06","Moin Khan","🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸"
"1:22:07","eric bassham","the Meca of college football sucks"
"1:22:14","Kowboykool"," Close seen green tho "
"1:22:17","James Monroe","they owe the Illini one call"
"1:22:24","Greezavious","did he?"
"1:22:26","Smooth Rizzo","if they allowed the fumble to stand then this should stand"
"1:22:32","Mike Fort","It's not indisputable that he stepped out."
"1:22:36","Zzz Ooo","holy fuck"
"1:22:38","Mike Fort","This will stand."
"1:22:45","PepeJTrumpHFW","Out by a half centimeter."
"1:22:46","tylerwademoore","UPHEILD"
"1:22:48","liverab","they got robbed before his foot is in"
"1:22:59","Mike","-"
"1:23:05","Big Homielander","is that the best angle they have?"
"1:23:10","Tanner Davis","that man running on a tight rope lol"
"1:23:11","05bandz ","Fuck Illinois "
"1:23:12","scottintrabartolo","In by a whisker"
"1:23:15","Mike","wow USC really is going to lose this game "
"1:23:15","Kowboykool","Clearly in bounds "
"1:23:21","Greezavious","oooof"
"1:23:22","Mike Fort","If he flat-footed he would be out, but he ballerinaed that shit."
"1:23:22","05bandz ","U S C !!!!!"
"1:23:41","PepeJTrumpHFW","TD!!"
"1:23:45","Micah","TD"
"1:24:01","05bandz ","U S C !!!!"
"1:24:11","Mike","Does USC have a backup QB that is any good?"
"1:24:12","05bandz ","Boooo Illinois "
"1:24:13","Kowboykool","USC so cooked "
"1:24:14","eric bassham","blind clowns can't see a half centimeter"
"1:24:23","Prime Tech (Primetech1)","usc QB selling the game"
"1:24:25","Freddie Wooten","commentators need to learn what a fumble is in fooball."
"1:24:28","05bandz ","USC could come wit a comeback💪"
"1:24:52","Prime Tech (Primetech1)","not with they QB playing like garbage"
"1:24:54","eric bassham","USC sucks just like Riley does"
"1:24:54","Cynical","nah 05 i'm on the coaching staff we lost bro"
"1:24:59","PepeJTrumpHFW","24-10. Still a game. . ."
"1:25:02","Mike Fort","Kinda tells me something about USC's offense that they score 10 in 2 1/2 quarters."
"1:25:08","Mike Fort","Indiana put a basketball score on these fools."
"1:25:29","05bandz ","On my bday then loosin🤦‍♂🤦‍♂🤦‍♂"
"1:25:50","05bandz ","Let’s go RAMS !!! Let’s go USC!!!"
"1:25:50","scottintrabartolo","USC needs it quickly "
"1:25:57","KEVIN UNDERWOOD","Regardless who you expect to win there's going to be upset and blow out Mark my words to be the best you got to beat the best Ohio State buckeyes💯 only issue Michigan we got some for them! 🤯"
"1:26:28","BIGJEFEGAMING","05bands ikr happy b day , todays mine too"
"1:16:37","Mike Fort","They're not rooting for us. The world knows that suckeye fans are the most obnoxious, retarded fans in college football."
"1:16:39","PepeJTrumpHFW","Time to punt!"
"1:16:41","Kowboykool","Overrated ?"
"1:16:43","Mike Fort","Beating out 2nd place Tennessee by a mile."
"1:16:54","scottintrabartolo","He is over throwing "
"1:17:16","Aaron","🚨 🚨 MICHIGAN OWNS OHIO STATE 🚨 🚨 "
"1:17:17","PepeJTrumpHFW","Returnable!"
"1:17:37","liverab","yo osu fan salty how they get owned by michigan every year"
"1:17:40","liverab","cry bout it"
"1:17:51","OHIO STATE","we win nattys why would i be salty ?"
"1:17:57","T Gordon Mayhall, Jr","We need to destroy conferences and start having random map imperialism playoff after a 10 game regular season. Every team in the nation gets a chance at a natty. "
"1:18:05","liverab","cuz ur still whining about michigan"
"1:18:21","Mike Fort","You don't win as many as us."
"1:18:25","Lucas Mccarty","Literally dont care about michigan. Natty is a Natty"
"1:19:08","liverab","these OSU fans gotta stop whinin bout michigan"
"1:19:14","Mike Fort","It's a good thing that the committee expanded the playoffs, or you'd be in here talking about how great 2014 was."
"1:19:17","liverab","gettin whooped every year by them"
"1:19:37","scottintrabartolo","Natty this year? Georgia "
"1:19:37","fldkslfjsdk","Michigan will always be known as the cheaters. That's it. No one cares about their rivalry with OSU. The rest of CFB cares about Championships. Sorry Michigan cheater fans. "
"1:19:55","Lucas Mccarty","Good thiong they let you get away with cheating otherwise you would be down a natty"
"1:20:02","liverab","what evidence is there that michigan cheats against osu"
"1:20:06","Mike Fort","There's no clear-cut championship team so far this year."
"1:20:20","Lucas Mccarty","I can tell you it def wont be michigan."
"1:20:24","Brett McNamara","The SEC has been cheating and paying players for decades. "
"1:20:26","Mike Fort","I see a handful of contenders, but not one that is head and shoulders above the rest of them."
"1:20:30","liverab","people say miami is a clear cut championship team but i find that hard to believe"
"1:20:37","scottintrabartolo","Georgia "
"1:20:40","tylerwademoore","TOUCHDOWN"
"1:20:44","Mike Fort","I would laugh and point at anyone who says that."
"1:20:49","2022Bobber","Meh michigan just got caught..."
"1:20:58","Mike Fort","Miami's a great team but they have weaknesses for sure."
"1:21:17","Mike Fort","did he stay in?"
"1:21:23","Kowboykool","Omg "
"1:21:23","PepeJTrumpHFW","TD!"
"1:21:26","Mike Fort","That foot got damn close."
"1:21:28","James Monroe","lol"
"1:21:31","Micah","touchdown"
"1:21:31","PepeJTrumpHFW","Go Illini!"
"1:21:35","Micah","USC GG"
"1:21:42","eric bassham","aaaaaaaahahhahahahahahahahahha fire Riley"
"1:21:42","Brett McNamara","Ohio State was caught recording practices on some scouting database"
"1:21:43","Tanner Davis","usc??????"
"1:21:43","liverab","i would argue that texas should not be in the top 15"
"1:21:49","scottintrabartolo","He steeped out"
"1:21:51","Mike Fort","VERY close but I think that stands."
"1:21:52","DoKewl","usc so bad lol"
"1:21:56","PepeJTrumpHFW","Looks like he was out."
"1:21:57","Moin Khan","🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸"
"1:11:39","scottintrabartolo","Pass"
"1:11:45","T Gordon Mayhall, Jr","I know I’m saying Bama or Penn state will get blown out by who they play"
"1:12:02","PepeJTrumpHFW","That was bad."
"1:12:09","Mike Fort","Ole Miss has 2 conference games against the 2 worst teams in the SEC."
"1:12:17","PepeJTrumpHFW","No points off the interception."
"1:12:17","Mike Fort","And won both by 1 score."
"1:12:18","T Gordon Mayhall, Jr","One of the those two big games will be a great close game and the other will be a blow out"
"1:12:22","PepeJTrumpHFW","Nit good."
"1:12:29","PepeJTrumpHFW","Momentum shift."
"1:12:36","scottintrabartolo","Good d"
"1:12:40","Mike Fort","They beat Arkansas by 6 and Notre Dame is literally committing sexual assault on Arkansas as I type this."
"1:12:59","OHIO STATE","#1 team in the country "
"1:13:03","OHIO STATE","bow down "
"1:13:07","Moin Khan","🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸"
"1:13:15","BIGJEFEGAMING","cap"
"1:13:27","liverab","lsu still hasnt played anyone clemson is terrible and florida isjust uh... interesting"
"1:13:34","Mike Fort","haha I have to admit, I like these backup QB commercials."
"1:14:04","Kowboykool","We all know Oklahoma should be 1 Uga 2 osu 3 "
"1:14:11","OHIO STATE","🚨🚨 ATTENTION 🚨🚨"
"1:14:12","2022Bobber","@OHIO STATE No worries, you'll get beat by TTUN again"
"1:14:28","liverab","LSU's first test will either be vandy or Texas A&m."
"1:14:29","OHIO STATE","🚨🚨NATTY GOES THRU COLUMBUS 🚨🚨"
"1:14:35","OHIO STATE","🚨🚨NATTY GOES THRU COLUMBUS 🚨🚨"
"1:14:41","T Gordon Mayhall, Jr","Vandy, OU and Georgia going to the playoffs, Tennessee and LSU gonna be the two left out"
"1:14:50","Mike Fort","I think Ole Miss will test them somewhat."
"1:14:50","Lucas Mccarty","KowboyKqeer is about one brain cell above being a plant"
"1:14:51","BIGJEFEGAMING","im watching that "
"1:14:51","Aaron","Michigan owns Ohio state"
"1:14:58","2022Bobber","@OHIO STATE After you get beat by TTUN... you'll end up firing Cryin' Day"
"1:15:00","liverab","why do people forget about A&M"
"1:15:04","liverab","they are a decent team"
"1:15:05","OHIO STATE","🚨🚨NATTY GOES THRU COLUMBUS 🚨🚨"
"1:15:11","Mike Fort","ooo good question"
"1:15:15","T Gordon Mayhall, Jr","The SEC is top to bottom stacked "
"1:15:34","liverab","yeah facts sec is mad stacked"
"1:15:34","T Gordon Mayhall, Jr","Arkansas is probably the weakest team in the"
"1:15:35","Mike Fort","Oh yah Lamar"
"1:15:39","Mike Fort","I forgot he won the Heisman."
"1:15:39","PepeJTrumpHFW","Let's get a stop!"
"1:15:41","Aaron","🚨 🚨 MICHIGAN OWNS OHIO STATE 🚨 🚨 "
"1:15:45","Aaron","🚨 🚨 MICHIGAN OWNS OHIO STATE 🚨 🚨 "
"1:15:48","Aaron","🚨 🚨 MICHIGAN OWNS OHIO STATE 🚨 🚨 "
"1:15:54","liverab","terrible throws"
"1:15:55","Mike Fort","Probably because Louisville straight up sucked."
"1:16:00","fldkslfjsdk","Haha, no they don't"
"1:16:01","PepeJTrumpHFW","Could have been a pick!"
"1:16:09","OHIO STATE","non michigan fans rooting for michigan imagine that 😂"
"1:16:14","dan123419","awful throw"
"1:16:14","OHIO STATE","you’re a joke "
"1:07:00","Mike Fort","WOODSON"
"1:07:01","T Gordon Mayhall, Jr","Bama vs Georgia who yall got? "
"1:07:04","Moin Khan","🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸"
"1:07:06","Moin Khan","🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸"
"1:07:13","Mike Fort","W commercial"
"1:07:16","Moin Khan","Moin Khan🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸"
"1:07:20","Mike","Georgia if I had to put money on it"
"1:07:26","Lucas Mccarty","look at that. The michigan guy stealing"
"1:07:27","Moin Khan","🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸"
